New Balance,walking,http://nb.scene7.com/is/image/NB/mw1400db_nb_02_i?$dw_temp_default_gallery$,"Take the path less traveled with confidence and comfort in the new waterproof 1400v1 hiking boot, the boot that feels like a shoe.","['DarkBrown', 'Grey', 'Black']",1400,$149.99
New Balance,walking,http://nb.scene7.com/is/image/NB/mw928wm3_nb_02_i?$dw_temp_default_gallery$,"Developed for all-day comfort, the New Balance 928 men’s walking shoe offers industry-leading motion control and superior stability thanks to our ROLLBAR and Walking Strike Path technologies. Add to that ABZORB midfoot cushioning, a seamless Phantom Liner and an odor-resistant treatment and you've got a shoe that can take you from 9 to 5 to whenever.",['White'],Men's New Balance 928v3,$139.99
New Balance,walking,http://nb.scene7.com/is/image/NB/mw1865bs_nb_02_i?$dw_temp_default_gallery$,The 1865 is designed with advanced technology that reinvents fitness walking. Devote all your energy to your walks with the lightweight Rapid Rebound midsole. No-sew materials and FantomFit overlays provide a secure and comfortable fit.,"['Black_with_Red', 'Black_with_Silver', 'Grey_with_Black']",1865,$129.99
New Balance,walking,http://nb.scene7.com/is/image/NB/mw840bk2_nb_02_i?$dw_temp_default_gallery$,"The 840v2 also features a leather upper for a secure, yet flexible, fit. Also, NDurance rubber compound for extra durability in high wear areas.  ","['Black', 'White_with_Navy_and_Grey']",840v2,$104.99
New Balance,walking,http://nb.scene7.com/is/image/NB/mw928gy3_nb_02_i?$dw_temp_default_gallery$,"Developed for all-day comfort, the New Balance 928 men’s walking shoe offers industry-leading motion control and superior stability thanks to our ROLLBAR and Walking Strike Path technologies. Add to that ABZORB midfoot cushioning, a seamless Phantom Liner and an odor-resistant treatment and you've got a shoe that can take you from 9 to 5 to whenever.",['LightGrey'],Men's Suede 928v3,$144.99
New Balance,walking,http://nb.scene7.com/is/image/NB/mw813hwt_nb_14_i?$dw_temp_default_gallery$,"In addition to ROLLBAR technology, this walking shoe features an extra-long hook-and-loop closure perfect for those on their feet day after day.","['Black', 'SilverMink_with_Lead', 'White']",Men's Hook and Loop 813,$89.99
New Balance,walking,http://nb.scene7.com/is/image/NB/mw770br_nb_14_i?$dw_temp_default_gallery$,Men's slip-on shoe features lightweight cushion profile with the perfect blend of foam and compression set with extra midsole support and lugged outsole.,"['Brown_with_Black', 'Brown']",New Balance 770,$69.99 - $79.99
New Balance,walking,http://nb.scene7.com/is/image/NB/uk_mw769br_nb_02_i?$dw_temp_default_gallery$,"Meant for more than just trail walking, the men's 769 features a lightweight cushioned midsole made from a premium foam blend and lugged outsole.  ","['Brown_with_Black', 'Grey_with_Red']",769,$84.99
New Balance,walking,http://nb.scene7.com/is/image/NB/mk706bk2_nb_14_i?$dw_temp_default_gallery$,"Stay on your feet in the dependable construction of the New Balance 706v2 Postal walking shoe. This US Postal Service-approved shoe is specially designed to with ROLLBAR® technology, a polyurethane outsole and midsole for long-wearing lightweight comfort and durability, compression-resistant cushioning and a breathable leather upper all ready to go to work when you are.",['Black'],Postal 706v2,$124.99
New Balance,walking,http://nb.scene7.com/is/image/NB/mw840br2_nb_02_i?$dw_temp_default_gallery$,The 840v2 also features NDurance rubber compound for extra durability in high wear areas. ,['Brown'],Leather 840v2,$109.99
New Balance,walking,http://nb.scene7.com/is/image/NB/ma365bk_nb_02_i?$dw_temp_default_gallery$,The men's 365 sneaker has a modern casual athletic design you can wear anywhere. Shoe features a mesh and textile upper and Cush+ technology for ultra-soft and responsive cushioning. ,"['Black', 'Grey']",365,$64.99
New Balance,walking,http://nb.scene7.com/is/image/NB/bm1000gy_nb_02_i?$dw_temp_default_gallery$,"Whether you’re working in the snow or heading into work, the Fresh Foam midsole provides an oh-so-smooth ride. ","['Black_with_Grey', 'Brown', 'Grey_with_DarkGreen', 'DarkGrey_with_Grey_and_White']",Fresh Foam 1000 Boot,$149.99
New Balance,walking,http://nb.scene7.com/is/image/NB/mw669br_nb_14_i?$dw_temp_default_gallery$,"Meant for more than just trail walking, the men's 669 features a lightweight cushioned midsole made from a premium foam blend and lugged outsole.  ","['Brown', 'DarkBrown', 'Wren_with_Orange', 'DarkGrey_with_Red']",669,$74.99
New Balance,walking,http://nb.scene7.com/is/image/NB/mw3000br_nb_14_i?$dw_temp_default_gallery$,"Choose your own road, or off-road, in the comfortable and durable 3000v1 trail walker.","['Brown', 'DarkGrey_with_Bolt']",3000,$139.99
